Type_of_utility,given_flat_id,date,starting_reading,closing_reading
Electricity,Aurum1308,13-12-2025,26480.42,26484.55
Electricity,Aurum1309,13-12-2025,10823.55,10825.64
Electricity,Aurum1310,13-12-2025,44208.54,44217.6
Electricity,Aurum1401,13-12-2025,29168.74,29168.79
Electricity,Aurum1402,13-12-2025,37101.16,37108.78
Electricity,Aurum1403,13-12-2025,20105.39,20106.09
Electricity,Aurum1404,13-12-2025,19600.34,19604.67
Electricity,Aurum1405,13-12-2025,16327.6,16329.32
Electricity,Aurum1406,13-12-2025,27161.24,27161.26
Electricity,Aurum1407,13-12-2025,27027.0,27031.75
Electricity,Aurum1408,13-12-2025,36891.91,36893.33
Electricity,Aurum1409,13-12-2025,25958.63,25961.45
Electricity,Aurum1410,13-12-2025,40884.25,40888.02
Electricity,Aurum1501,13-12-2025,37079.29,37087.41
Electricity,Aurum1502,13-12-2025,29497.87,29498.89
Electricity,Aurum1503,13-12-2025,37467.66,37477.42
Electricity,Aurum1504,13-12-2025,21405.79,21413.86
Electricity,Aurum1505,13-12-2025,6164.42,6169.45
Electricity,Aurum1506,13-12-2025,33010.02,33018.59
Electricity,Aurum1507,13-12-2025,0.0,0.0
Electricity,Aurum1508,13-12-2025,29866.1,29871.12
Electricity,Aurum1509,13-12-2025,43209.34,43216.72
Electricity,Aurum1510,13-12-2025,41071.93,41072.0
Electricity,Aurum1601,13-12-2025,31781.97,31788.53
Electricity,Aurum1602,13-12-2025,29100.55,29108.67
Electricity,Aurum1603,13-12-2025,21014.65,21019.81
Electricity,Aurum1604,13-12-2025,22428.89,22434.32
Electricity,Aurum1605,13-12-2025,14653.2,14658.89
Electricity,Aurum1606,13-12-2025,2919.49,2924.6
Electricity,Aurum1607,13-12-2025,4759.93,4763.71
Electricity,Aurum1608,13-12-2025,45115.88,45126.99
Electricity,Aurum1609,13-12-2025,9254.35,9262.15
Electricity,Aurum1610,13-12-2025,36853.47,36865.04
Electricity,Aurum1701,13-12-2025,0.0,0.0
Electricity,Aurum1702,13-12-2025,17382.78,17385.99
Electricity,Aurum1703,13-12-2025,41513.22,41521.24
Electricity,Aurum1704,13-12-2025,28891.15,28894.38
Electricity,Aurum1705,13-12-2025,31474.64,31483.97
Electricity,Aurum1706,13-12-2025,2484.84,2491.42
Electricity,Aurum1707,13-12-2025,43651.02,43661.96
Electricity,Aurum1708,13-12-2025,43775.09,43784.67
Electricity,Aurum1709,13-12-2025,25089.81,25097.07
Electricity,Aurum1710,13-12-2025,17419.37,17423.21
Electricity,Aurum1801,13-12-2025,42700.22,42713.36
Electricity,Aurum1802,13-12-2025,39200.26,39201.16
Electricity,Aurum1803,13-12-2025,20387.62,20389.47
Electricity,Aurum1804,13-12-2025,25171.84,25179.46
Electricity,Aurum1805,13-12-2025,16578.04,16586.58
Electricity,Aurum1806,13-12-2025,48932.93,48945.72
Electricity,Aurum1807,13-12-2025,40418.35,40425.61
Electricity,Aurum1808,13-12-2025,18453.51,18458.64
Electricity,Aurum1809,13-12-2025,35602.28,35611.75
Electricity,Aurum1810,13-12-2025,92581.63,92595.3
Electricity,Aurum1901,13-12-2025,43684.48,43689.0
Electricity,Aurum1902,13-12-2025,26292.14,26296.29
Electricity,Aurum1903,13-12-2025,18243.45,18245.98
Electricity,Aurum1904,13-12-2025,35880.88,35888.33
Electricity,Aurum1905,13-12-2025,30727.31,30732.45
Electricity,Aurum1906,13-12-2025,7827.67,7836.06
Electricity,Aurum1907,13-12-2025,53539.69,53545.62
Electricity,Aurum1908,13-12-2025,33201.09,33201.2
Electricity,Aurum1909,13-12-2025,20394.4,20395.85
Electricity,Aurum1910,13-12-2025,57374.32,57374.38
Electricity,AurumG001,14-12-2025,21466.02,21468.64
Electricity,AurumG002,14-12-2025,9710.72,9715.93
Electricity,AurumG003,14-12-2025,16688.63,16689.0
Electricity,AurumG004,14-12-2025,20794.77,20794.94
Electricity,AurumG005,14-12-2025,40541.56,40549.3
Electricity,AurumG006,14-12-2025,2872.59,2882.42
Electricity,AurumG007,14-12-2025,26890.68,26891.42
Electricity,AurumG008,14-12-2025,0.0,0.0
Electricity,AurumG009,14-12-2025,22340.77,22340.96
Electricity,AurumG010,14-12-2025,13410.03,13414.43
Electricity,Aurum101,14-12-2025,33280.96,33288.07
Electricity,Aurum102,14-12-2025,39195.12,39200.98
Electricity,Aurum103,14-12-2025,16015.83,16019.01
Electricity,Aurum104,14-12-2025,32140.23,32144.13
Electricity,Aurum105,14-12-2025,3240.26,3248.46
Electricity,Aurum106,14-12-2025,47983.69,47993.76
Electricity,Aurum107,14-12-2025,44878.29,44885.96
Electricity,Aurum108,14-12-2025,43316.12,43328.84
Electricity,Aurum109,14-12-2025,10057.65,10062.11
Electricity,Aurum110,14-12-2025,31221.39,31226.61
Electricity,Aurum201,14-12-2025,24984.83,24994.01
Electricity,Aurum202,14-12-2025,17730.14,17733.4
Electricity,Aurum203,14-12-2025,19163.56,19168.22
Electricity,Aurum204,14-12-2025,28894.89,28900.13
Electricity,Aurum205,14-12-2025,6861.26,6868.75
Electricity,Aurum206,14-12-2025,54461.41,54468.67
Electricity,Aurum207,14-12-2025,33644.05,33652.0
Electricity,Aurum208,14-12-2025,15357.06,15363.59
Electricity,Aurum209,14-12-2025,39155.08,39159.04
Electricity,Aurum210,14-12-2025,51206.2,51217.16
Electricity,Aurum301,14-12-2025,31151.26,31156.45
Electricity,Aurum302,14-12-2025,34547.52,34549.32
Electricity,Aurum303,14-12-2025,29485.82,29492.22
Electricity,Aurum304,14-12-2025,11785.93,11789.96
Electricity,Aurum305,14-12-2025,39403.56,39408.54
Electricity,Aurum306,14-12-2025,25845.15,25849.64
Electricity,Aurum307,14-12-2025,33889.97,33893.5
Electricity,Aurum308,14-12-2025,16695.53,16700.15
Electricity,Aurum309,14-12-2025,24800.98,24811.56
Electricity,Aurum310,14-12-2025,33524.8,33528.93
Electricity,Aurum401,14-12-2025,43388.57,43390.09
Electricity,Aurum402,14-12-2025,25401.26,25407.3
Electricity,Aurum403,14-12-2025,26436.33,26439.97
Electricity,Aurum404,14-12-2025,25291.29,25297.17
Electricity,Aurum405,14-12-2025,74612.8,74621.26
Electricity,Aurum406,14-12-2025,7467.46,7477.7
Electricity,Aurum407,14-12-2025,40506.9,40512.59
Electricity,Aurum408,14-12-2025,18439.47,18442.79
Electricity,Aurum409,14-12-2025,24038.91,24041.11
Electricity,Aurum410,14-12-2025,47942.32,47948.75
Electricity,Aurum501,14-12-2025,36465.17,36473.44
Electricity,Aurum502,14-12-2025,21900.22,21905.37
Electricity,Aurum503,14-12-2025,16998.57,17005.42
Electricity,Aurum504,14-12-2025,33199.12,33204.03
Electricity,Aurum505,14-12-2025,42631.58,42636.18
Electricity,Aurum506,14-12-2025,39469.74,39475.58
Electricity,Aurum507,14-12-2025,42885.92,42893.43
Electricity,Aurum508,14-12-2025,16782.01,16782.94
Electricity,Aurum509,14-12-2025,28630.27,28638.33
Electricity,Aurum510,14-12-2025,3756.35,3760.06
Electricity,Aurum601,14-12-2025,58895.13,58904.71
Electricity,Aurum602,14-12-2025,39656.73,39665.81
Electricity,Aurum603,14-12-2025,25947.18,25949.98
Electricity,Aurum604,14-12-2025,20571.36,20572.31
Electricity,Aurum605,14-12-2025,50936.52,50942.2
Electricity,Aurum606,14-12-2025,51816.39,51831.87
Electricity,Aurum607,14-12-2025,53231.82,53237.22
Electricity,Aurum608,14-12-2025,27014.75,27015.83
Electricity,Aurum609,14-12-2025,43113.04,43127.77
Electricity,Aurum610,14-12-2025,34593.75,34600.55
Electricity,Aurum701,14-12-2025,31537.4,31546.39
Electricity,Aurum702,14-12-2025,23972.31,23976.73
Electricity,Aurum703,14-12-2025,38005.89,38010.92
Electricity,Aurum704,14-12-2025,18911.55,18919.33
Electricity,Aurum705,14-12-2025,27872.14,27879.74
Electricity,Aurum706,14-12-2025,22858.44,22860.76
Electricity,Aurum707,14-12-2025,29319.06,29328.1
Electricity,Aurum708,14-12-2025,20560.0,20564.75
Electricity,Aurum709,14-12-2025,42717.64,42730.91
Electricity,Aurum710,14-12-2025,52246.76,52259.42
Electricity,Aurum801,14-12-2025,31208.95,31216.07
Electricity,Aurum802,14-12-2025,23591.4,23595.94
Electricity,Aurum803,14-12-2025,20020.42,20028.41
Electricity,Aurum804,14-12-2025,30364.54,30370.05
Electricity,Aurum805,14-12-2025,25609.73,25613.13
Electricity,Aurum806,14-12-2025,41338.22,41344.02
Electricity,Aurum807,14-12-2025,35187.65,35195.74
Electricity,Aurum808,14-12-2025,31410.97,31417.74
Electricity,Aurum809,14-12-2025,29375.87,29376.07
Electricity,Aurum810,14-12-2025,23961.58,23970.54
Electricity,Aurum901,14-12-2025,30315.4,30324.0
Electricity,Aurum902,14-12-2025,25944.05,25949.24
Electricity,Aurum903,14-12-2025,22702.61,22705.14
Electricity,Aurum904,14-12-2025,28988.99,28989.97
Electricity,Aurum905,14-12-2025,31298.09,31301.92
Electricity,Aurum906,14-12-2025,29466.32,29473.79
Electricity,Aurum907,14-12-2025,32508.5,32512.25
Electricity,Aurum908,14-12-2025,15603.84,15609.53
Electricity,Aurum909,14-12-2025,18301.81,18302.86
Electricity,Aurum910,14-12-2025,24458.64,24468.54
Electricity,Aurum1001,14-12-2025,47981.11,47993.8
Electricity,Aurum1002,14-12-2025,21705.13,21711.24
Electricity,Aurum1003,14-12-2025,18244.67,18251.26
Electricity,Aurum1004,14-12-2025,27417.82,27422.2
Electricity,Aurum1005,14-12-2025,4431.15,4439.46
Electricity,Aurum1006,14-12-2025,51066.06,51075.04
Electricity,Aurum1007,14-12-2025,21474.95,21478.27
Electricity,Aurum1008,14-12-2025,18449.11,18453.86
Electricity,Aurum1009,14-12-2025,29489.81,29494.38
Electricity,Aurum1010,14-12-2025,11030.18,11035.66
Electricity,Aurum1101,14-12-2025,22401.8,22407.44
Electricity,Aurum1102,14-12-2025,1564.5,1572.32
Electricity,Aurum1103,14-12-2025,18136.53,18140.9
Electricity,Aurum1104,14-12-2025,32391.05,32398.75
Electricity,Aurum1105,14-12-2025,2491.36,2492.18
Electricity,Aurum1106,14-12-2025,37412.27,37421.06
Electricity,Aurum1107,14-12-2025,5116.14,5134.36
Electricity,Aurum1108,14-12-2025,4841.83,4848.27
Electricity,Aurum1109,14-12-2025,29553.06,29558.53
Electricity,Aurum1110,14-12-2025,21723.64,21727.19
Electricity,Aurum1201,14-12-2025,72874.04,72891.89
Electricity,Aurum1202,14-12-2025,49471.27,49480.37
Electricity,Aurum1203,14-12-2025,40197.33,40197.72
Electricity,Aurum1204,14-12-2025,61059.28,61065.53
Electricity,Aurum1205,14-12-2025,44191.71,44196.74
Electricity,Aurum1206,14-12-2025,27806.01,27814.31
Electricity,Aurum1207,14-12-2025,47042.34,47054.41
Electricity,Aurum1208,14-12-2025,30369.77,30375.11
Electricity,Aurum1209,14-12-2025,27492.16,27497.87
Electricity,Aurum1210,14-12-2025,37987.57,37992.86
Electricity,Aurum1301,14-12-2025,2632.78,2632.83
Electricity,Aurum1302,14-12-2025,41337.02,41339.3
Electricity,Aurum1303,14-12-2025,24466.98,24473.16
Electricity,Aurum1304,14-12-2025,11304.56,11305.54
Electricity,Aurum1305,14-12-2025,33810.7,33815.44
Electricity,Aurum1306,14-12-2025,28059.94,28066.52
Electricity,Aurum1307,14-12-2025,31225.46,31231.07
Electricity,Aurum1308,14-12-2025,26484.56,26489.19
Electricity,Aurum1309,14-12-2025,10825.67,10829.24
Electricity,Aurum1310,14-12-2025,44217.74,44225.76
Electricity,Aurum1401,14-12-2025,29168.8,29169.35
Electricity,Aurum1402,14-12-2025,37108.82,37114.01
Electricity,Aurum1403,14-12-2025,20106.1,20106.93
Electricity,Aurum1404,14-12-2025,19604.68,19610.28
Electricity,Aurum1405,14-12-2025,16329.33,16331.05
Electricity,Aurum1406,14-12-2025,27161.26,27161.29
Electricity,Aurum1407,14-12-2025,27031.77,27036.83
Electricity,Aurum1408,14-12-2025,36893.35,36894.93
Electricity,Aurum1409,14-12-2025,25961.47,25962.85
Electricity,Aurum1410,14-12-2025,40888.06,40891.67
Electricity,Aurum1501,14-12-2025,37087.51,37095.13
Electricity,Aurum1502,14-12-2025,29498.9,29499.81
Electricity,Aurum1503,14-12-2025,37477.48,37486.91
Electricity,Aurum1504,14-12-2025,21413.89,21422.6
Electricity,Aurum1505,14-12-2025,6169.5,6175.3
Electricity,Aurum1506,14-12-2025,33018.63,33025.96
Electricity,Aurum1507,14-12-2025,0.0,0.0
Electricity,Aurum1508,14-12-2025,29871.14,29875.71
Electricity,Aurum1509,14-12-2025,43216.75,43225.0
Electricity,Aurum1510,14-12-2025,41072.0,41072.06
Electricity,Aurum1601,14-12-2025,31788.57,31794.67
Electricity,Aurum1602,14-12-2025,29108.69,29115.44
Electricity,Aurum1603,14-12-2025,21019.83,21025.91
Electricity,Aurum1604,14-12-2025,22434.37,22442.67
Electricity,Aurum1605,14-12-2025,14658.9,14663.7
Electricity,Aurum1606,14-12-2025,2924.63,2929.75
Electricity,Aurum1607,14-12-2025,4763.75,4772.09
Electricity,Aurum1608,14-12-2025,45127.09,45140.93
Electricity,Aurum1609,14-12-2025,9262.16,9269.32
Electricity,Aurum1610,14-12-2025,36865.09,36876.8
Electricity,Aurum1701,14-12-2025,0.0,0.0
Electricity,Aurum1702,14-12-2025,17386.0,17388.92
Electricity,Aurum1703,14-12-2025,41521.26,41531.98
Electricity,Aurum1704,14-12-2025,28894.39,28896.98
Electricity,Aurum1705,14-12-2025,31483.99,31492.4
Electricity,Aurum1706,14-12-2025,2491.45,2499.05
Electricity,Aurum1707,14-12-2025,43661.98,43672.08
Electricity,Aurum1708,14-12-2025,43784.7,43792.43
Electricity,Aurum1709,14-12-2025,25097.12,25104.6
Electricity,Aurum1710,14-12-2025,17423.23,17427.7
Electricity,Aurum1801,14-12-2025,42713.49,42720.53
Electricity,Aurum1802,14-12-2025,39201.16,39202.04
Electricity,Aurum1803,14-12-2025,20389.47,20391.09
Electricity,Aurum1804,14-12-2025,25179.5,25187.31
Electricity,Aurum1805,14-12-2025,16586.65,16595.63
Electricity,Aurum1806,14-12-2025,48945.88,48960.86
Electricity,Aurum1807,14-12-2025,40425.63,40427.5
Electricity,Aurum1808,14-12-2025,18458.68,18465.9
Electricity,Aurum1809,14-12-2025,35611.78,35622.43
Electricity,Aurum1810,14-12-2025,92595.38,92613.19
Electricity,Aurum1901,14-12-2025,43689.06,43692.55
Electricity,Aurum1902,14-12-2025,26296.31,26298.64
Electricity,Aurum1903,14-12-2025,18245.99,18247.89
Electricity,Aurum1904,14-12-2025,35888.35,35897.82
Electricity,Aurum1905,14-12-2025,30732.49,30737.6
Electricity,Aurum1906,14-12-2025,7836.1,7848.79
Electricity,Aurum1907,14-12-2025,53545.66,53551.54
Electricity,Aurum1908,14-12-2025,33201.2,33201.32
Electricity,Aurum1909,14-12-2025,20395.86,20398.79
Electricity,Aurum1910,14-12-2025,57374.38,57374.66
Electricity,AurumG001,15-12-2025,21468.66,21471.67
Electricity,AurumG002,15-12-2025,9715.96,9723.73
Electricity,AurumG003,15-12-2025,16689.01,16693.31
Electricity,AurumG004,15-12-2025,20794.94,20795.1
Electricity,AurumG005,15-12-2025,40549.32,40556.83
Electricity,AurumG006,15-12-2025,2882.46,2890.28
Electricity,AurumG007,15-12-2025,26891.42,26892.5
Electricity,AurumG008,15-12-2025,0.0,0.0
Electricity,AurumG009,15-12-2025,22340.96,22341.14
Electricity,AurumG010,15-12-2025,13414.44,13421.23
Electricity,Aurum101,15-12-2025,33288.08,33294.49
Electricity,Aurum102,15-12-2025,39201.05,39203.91
Electricity,Aurum103,15-12-2025,16019.05,16022.41
Electricity,Aurum104,15-12-2025,32144.14,32147.61
Electricity,Aurum105,15-12-2025,3248.48,3256.05
Electricity,Aurum106,15-12-2025,47993.9,48004.78
Electricity,Aurum107,15-12-2025,44886.02,44894.22
Electricity,Aurum108,15-12-2025,43328.98,43341.69
Electricity,Aurum109,15-12-2025,10062.14,10064.59
Electricity,Aurum110,15-12-2025,31226.64,31233.82
Electricity,Aurum201,15-12-2025,24994.08,25004.74
Electricity,Aurum202,15-12-2025,17733.43,17737.0
Electricity,Aurum203,15-12-2025,19168.23,19171.73
Electricity,Aurum204,15-12-2025,28900.16,28905.73
Electricity,Aurum205,15-12-2025,6868.76,6875.37
Electricity,Aurum206,15-12-2025,54468.71,54477.5
Electricity,Aurum207,15-12-2025,33652.01,33658.6
Electricity,Aurum208,15-12-2025,15363.62,15369.19
Electricity,Aurum209,15-12-2025,39159.07,39165.9
Electricity,Aurum210,15-12-2025,51217.17,51226.12
Electricity,Aurum301,15-12-2025,31156.51,31164.81
Electricity,Aurum302,15-12-2025,34549.32,34551.04
Electricity,Aurum303,15-12-2025,29492.25,29497.66
Electricity,Aurum304,15-12-2025,11790.01,11796.08
Electricity,Aurum305,15-12-2025,39408.56,39413.5
Electricity,Aurum306,15-12-2025,25849.67,25856.9
Electricity,Aurum307,15-12-2025,33893.52,33898.08
Electricity,Aurum308,15-12-2025,16700.17,16705.56
Electricity,Aurum309,15-12-2025,24811.59,24818.55
Electricity,Aurum310,15-12-2025,33528.99,33534.9
Electricity,Aurum401,15-12-2025,43390.42,43401.02
Electricity,Aurum402,15-12-2025,25407.37,25415.6
Electricity,Aurum403,15-12-2025,26439.99,26445.04
Electricity,Aurum404,15-12-2025,25297.22,25301.43
Electricity,Aurum405,15-12-2025,74621.27,74627.71
Electricity,Aurum406,15-12-2025,7477.78,7487.09
Electricity,Aurum407,15-12-2025,40512.68,40517.62
Electricity,Aurum408,15-12-2025,18442.8,18447.57
Electricity,Aurum409,15-12-2025,24041.14,24045.32
Electricity,Aurum410,15-12-2025,47948.79,47955.86
Electricity,Aurum501,15-12-2025,36473.47,36480.65
Electricity,Aurum502,15-12-2025,21905.4,21910.43
Electricity,Aurum503,15-12-2025,17005.46,17012.08
Electricity,Aurum504,15-12-2025,33204.06,33208.8
Electricity,Aurum505,15-12-2025,42636.22,42640.05
Electricity,Aurum506,15-12-2025,39475.63,39483.47
Electricity,Aurum507,15-12-2025,42893.46,42901.8
Electricity,Aurum508,15-12-2025,16782.95,16789.31
Electricity,Aurum509,15-12-2025,28638.37,28647.77
Electricity,Aurum510,15-12-2025,3760.09,3766.44
Electricity,Aurum601,15-12-2025,58904.79,58914.65
Electricity,Aurum602,15-12-2025,39665.84,39676.23
Electricity,Aurum603,15-12-2025,25949.99,25952.07
Electricity,Aurum604,15-12-2025,20572.32,20573.62
Electricity,Aurum605,15-12-2025,50942.25,50948.63
Electricity,Aurum606,15-12-2025,51831.98,51845.58
Electricity,Aurum607,15-12-2025,53237.24,53246.58
Electricity,Aurum608,15-12-2025,27015.83,27016.9
Electricity,Aurum609,15-12-2025,43127.85,43139.43
Electricity,Aurum610,15-12-2025,34600.6,34606.49
Electricity,Aurum701,15-12-2025,31546.49,31555.44
Electricity,Aurum702,15-12-2025,23976.76,23981.1
Electricity,Aurum703,15-12-2025,38010.96,38014.78
Electricity,Aurum704,15-12-2025,18919.35,18925.08
Electricity,Aurum705,15-12-2025,27879.79,27888.29
Electricity,Aurum706,15-12-2025,22860.77,22863.28
Electricity,Aurum707,15-12-2025,29328.15,29336.55
Electricity,Aurum708,15-12-2025,20564.79,20568.85
Electricity,Aurum709,15-12-2025,42730.93,42742.96
Electricity,Aurum710,15-12-2025,52259.52,52272.24
Electricity,Aurum801,15-12-2025,31216.1,31222.03
Electricity,Aurum802,15-12-2025,23595.97,23601.25
Electricity,Aurum803,15-12-2025,20028.5,20035.42
Electricity,Aurum804,15-12-2025,30370.11,30375.61
Electricity,Aurum805,15-12-2025,25613.16,25616.81
Electricity,Aurum806,15-12-2025,41344.03,41350.55
Electricity,Aurum807,15-12-2025,35195.79,35200.65
Electricity,Aurum808,15-12-2025,31417.8,31425.21
Electricity,Aurum809,15-12-2025,29376.07,29376.53
Electricity,Aurum810,15-12-2025,23970.58,23977.26
Electricity,Aurum901,15-12-2025,30324.09,30334.81
Electricity,Aurum902,15-12-2025,25949.3,25952.17
Electricity,Aurum903,15-12-2025,22705.17,22707.52
Electricity,Aurum904,15-12-2025,28989.97,28990.9
Electricity,Aurum905,15-12-2025,31302.0,31307.78
Electricity,Aurum906,15-12-2025,29473.93,29482.76
Electricity,Aurum907,15-12-2025,32512.3,32515.39
Electricity,Aurum908,15-12-2025,15609.56,15615.01
Electricity,Aurum909,15-12-2025,18302.87,18303.62
Electricity,Aurum910,15-12-2025,24468.6,24477.17
Electricity,Aurum1001,15-12-2025,47993.92,48007.48
Electricity,Aurum1002,15-12-2025,21711.25,21717.45
Electricity,Aurum1003,15-12-2025,18251.27,18258.71
Electricity,Aurum1004,15-12-2025,27422.3,27426.56
Electricity,Aurum1005,15-12-2025,4439.5,4448.0
Electricity,Aurum1006,15-12-2025,51075.1,51084.71
Electricity,Aurum1007,15-12-2025,21478.28,21483.06
Electricity,Aurum1008,15-12-2025,18453.88,18458.2
Electricity,Aurum1009,15-12-2025,29494.42,29496.56
Electricity,Aurum1010,15-12-2025,11035.71,11041.07
Electricity,Aurum1101,15-12-2025,22407.47,22413.22
Electricity,Aurum1102,15-12-2025,1572.36,1579.19
Electricity,Aurum1103,15-12-2025,18140.92,18145.88
Electricity,Aurum1104,15-12-2025,32398.78,32404.35
Electricity,Aurum1105,15-12-2025,2492.18,2493.09
Electricity,Aurum1106,15-12-2025,37421.1,37430.64
Electricity,Aurum1107,15-12-2025,5134.6,5148.93
Electricity,Aurum1108,15-12-2025,4848.32,4854.36
Electricity,Aurum1109,15-12-2025,29558.55,29566.11
Electricity,Aurum1110,15-12-2025,21727.19,21730.64
Electricity,Aurum1201,15-12-2025,72891.97,72909.38
Electricity,Aurum1202,15-12-2025,49480.48,49490.76
Electricity,Aurum1203,15-12-2025,40197.72,40198.1
Electricity,Aurum1204,15-12-2025,61065.56,61070.58
Electricity,Aurum1205,15-12-2025,44196.76,44201.84
Electricity,Aurum1206,15-12-2025,27814.39,27823.64
Electricity,Aurum1207,15-12-2025,47054.55,47062.1
Electricity,Aurum1208,15-12-2025,30375.18,30381.06
Electricity,Aurum1209,15-12-2025,27497.9,27503.17
Electricity,Aurum1210,15-12-2025,37992.91,37998.59
Electricity,Aurum1301,15-12-2025,2632.84,2632.89
Electricity,Aurum1302,15-12-2025,41339.32,41344.26
Electricity,Aurum1303,15-12-2025,24473.18,24480.41
Electricity,Aurum1304,15-12-2025,11305.55,11306.53
Electricity,Aurum1305,15-12-2025,33815.47,33824.06
Electricity,Aurum1306,15-12-2025,28066.55,28072.91
Electricity,Aurum1307,15-12-2025,31231.09,31234.37
Electricity,Aurum1308,15-12-2025,26489.2,26493.42
Electricity,Aurum1309,15-12-2025,10829.26,10833.18
Electricity,Aurum1310,15-12-2025,44225.91,44233.48
Electricity,Aurum1401,15-12-2025,29169.35,29169.39
Electricity,Aurum1402,15-12-2025,37114.04,37119.24
Electricity,Aurum1403,15-12-2025,20106.95,20107.59
Electricity,Aurum1404,15-12-2025,19610.33,19614.31
Electricity,Aurum1405,15-12-2025,16331.07,16335.19
Electricity,Aurum1406,15-12-2025,27161.29,27161.31
Electricity,Aurum1407,15-12-2025,27036.84,27043.49
Electricity,Aurum1408,15-12-2025,36894.94,36898.52
Electricity,Aurum1409,15-12-2025,25962.85,25964.22
Electricity,Aurum1410,15-12-2025,40891.72,40895.25
Electricity,Aurum1501,15-12-2025,37095.2,37101.36
Electricity,Aurum1502,15-12-2025,29499.82,29500.83
Electricity,Aurum1503,15-12-2025,37486.96,37496.27
Electricity,Aurum1504,15-12-2025,21422.62,21433.09
Electricity,Aurum1505,15-12-2025,6175.33,6181.24
Electricity,Aurum1506,15-12-2025,33026.01,33032.47
Electricity,Aurum1507,15-12-2025,0.0,0.0
Electricity,Aurum1508,15-12-2025,29875.72,29881.47
Electricity,Aurum1509,15-12-2025,43225.05,43232.9
Electricity,Aurum1510,15-12-2025,41072.06,41072.11
Electricity,Aurum1601,15-12-2025,31794.71,31802.4
Electricity,Aurum1602,15-12-2025,29115.49,29123.07
Electricity,Aurum1603,15-12-2025,21025.94,21032.59
Electricity,Aurum1604,15-12-2025,22442.7,22448.24
Electricity,Aurum1605,15-12-2025,14663.76,14669.96
Electricity,Aurum1606,15-12-2025,2929.77,2934.49
Electricity,Aurum1607,15-12-2025,4772.13,4776.83
Electricity,Aurum1608,15-12-2025,45141.01,45152.95
Electricity,Aurum1609,15-12-2025,9269.36,9276.44
Electricity,Aurum1610,15-12-2025,36876.87,36893.92
Electricity,Aurum1701,15-12-2025,0.0,0.0
Electricity,Aurum1702,15-12-2025,17388.93,17391.82
Electricity,Aurum1703,15-12-2025,41533.17,41541.7
Electricity,Aurum1704,15-12-2025,28896.99,28900.15
Electricity,Aurum1705,15-12-2025,31492.47,31500.14
Electricity,Aurum1706,15-12-2025,2499.09,2504.59
Electricity,Aurum1707,15-12-2025,43672.09,43683.0
Electricity,Aurum1708,15-12-2025,43792.48,43802.95
Electricity,Aurum1709,15-12-2025,25104.65,25112.97
Electricity,Aurum1710,15-12-2025,17427.71,17431.58
Electricity,Aurum1801,15-12-2025,42720.56,42729.51
Electricity,Aurum1802,15-12-2025,39202.04,39202.78
Electricity,Aurum1803,15-12-2025,20391.09,20392.66
Electricity,Aurum1804,15-12-2025,25187.36,25194.92
Electricity,Aurum1805,15-12-2025,16595.74,16605.56
Electricity,Aurum1806,15-12-2025,48960.99,48977.61
Electricity,Aurum1807,15-12-2025,40427.52,40429.84
Electricity,Aurum1808,15-12-2025,18465.92,18471.28
Electricity,Aurum1809,15-12-2025,35622.46,35631.48
Electricity,Aurum1810,15-12-2025,92613.3,92644.42
Electricity,Aurum1901,15-12-2025,43692.58,43696.82
Electricity,Aurum1902,15-12-2025,26298.65,26301.86
Electricity,Aurum1903,15-12-2025,18247.92,18251.59
Electricity,Aurum1904,15-12-2025,35897.85,35906.89
Electricity,Aurum1905,15-12-2025,30737.62,30741.29
Electricity,Aurum1906,15-12-2025,7848.8,7858.34
Electricity,Aurum1907,15-12-2025,53551.55,53556.5
Electricity,Aurum1908,15-12-2025,33201.32,33201.44
Electricity,Aurum1909,15-12-2025,20398.79,20399.97
Electricity,Aurum1910,15-12-2025,57374.66,57374.71
Electricity,AurumG001,16-12-2025,21471.71,21475.17
Electricity,AurumG002,16-12-2025,9723.77,9731.01
Electricity,AurumG003,16-12-2025,16693.38,16697.77
Electricity,AurumG004,16-12-2025,20795.1,20795.26
Electricity,AurumG005,16-12-2025,40556.85,40565.25
Electricity,AurumG006,16-12-2025,2890.32,2898.39
Electricity,AurumG007,16-12-2025,26892.5,26892.56
Electricity,AurumG008,16-12-2025,0.0,0.0
Electricity,AurumG009,16-12-2025,22341.15,22341.32
Electricity,AurumG010,16-12-2025,13421.23,13424.92
Electricity,Aurum101,16-12-2025,33294.51,33299.8
Electricity,Aurum102,16-12-2025,39203.97,39208.28
Electricity,Aurum103,16-12-2025,16022.43,16026.15
Electricity,Aurum104,16-12-2025,32147.62,32150.39
Electricity,Aurum105,16-12-2025,3256.11,3265.21
Electricity,Aurum106,16-12-2025,48004.84,48015.55
Electricity,Aurum107,16-12-2025,44894.28,44902.68
Electricity,Aurum108,16-12-2025,43341.83,43354.47
Electricity,Aurum109,16-12-2025,10064.67,10070.18
Electricity,Aurum110,16-12-2025,31233.85,31240.97
Electricity,Aurum201,16-12-2025,25004.8,25014.56
Electricity,Aurum202,16-12-2025,17737.01,17740.66
Electricity,Aurum203,16-12-2025,19171.77,19174.98
Electricity,Aurum204,16-12-2025,28905.75,28911.2
Electricity,Aurum205,16-12-2025,6875.39,6882.53
Electricity,Aurum206,16-12-2025,54477.52,54484.93
Electricity,Aurum207,16-12-2025,33658.61,33665.6
